FIR_ID,Crime_Type,Date,District,Police_Station,Status
FIR007160,Assault,21-04-2025,Ballari,Whitefield Police Station,Closed
FIR007161,Drug Trafficking,19-03-2026,Ballari,Koramangala Police Station,Under Investigation
FIR007162,Robbery,08-01-2026,Ballari,Marathahalli Police Station,Closed
FIR007163,House Burglary,30-05-2024,Kalaburagi,Hebbal Police Station,Open
FIR007164,House Burglary,20-07-2025,Ballari,Koramangala Police Station,Open
FIR007165,Drug Trafficking,03-12-2025,Mysuru,Whitefield Police Station,Open
FIR007166,Drug Trafficking,23-05-2025,Ballari,Marathahalli Police Station,Under Investigation
FIR007167,Drug Trafficking,31-05-2025,Bengaluru Urban,Koramangala Police Station,Open
FIR007168,House Burglary,14-03-2024,Bengaluru Urban,Indiranagar Police Station,Closed
FIR007169,House Burglary,24-03-2026,Bengaluru Urban,Koramangala Police Station,Under Investigation
FIR007170,House Burglary,05-12-2024,Shivamogga,Whitefield Police Station,Open
FIR007171,Cyber Fraud,24-06-2024,Mangaluru,Yelahanka Police Station,Closed
FIR007172,Chain Snatching,04-12-2023,Shivamogga,Whitefield Police Station,Under Investigation
FIR007173,House Burglary,19-06-2024,Ballari,Indiranagar Police Station,Under Investigation
FIR007174,Assault,18-03-2024,Belagavi,Whitefield Police Station,Open
FIR007175,Drug Trafficking,01-11-2025,Ballari,Hebbal Police Station,Open
FIR007176,Assault,15-02-2026,Belagavi,Marathahalli Police Station,Under Investigation
FIR007177,Drug Trafficking,07-06-2024,Bengaluru Rural,Koramangala Police Station,Open
FIR007178,House Burglary,11-11-2024,Hubballi-Dharwad,Hebbal Police Station,Open
FIR007179,Vehicle Theft,25-05-2026,Mangaluru,Electronic City Police Station,Closed
FIR007180,Vehicle Theft,12-04-2026,Mysuru,Koramangala Police Station,Open
FIR007181,House Burglary,31-12-2025,Tumakuru,Yelahanka Police Station,Open
FIR007182,Financial Fraud,22-01-2026,Ballari,Jayanagar Police Station,Closed
FIR007183,Cyber Fraud,08-04-2024,Kalaburagi,Whitefield Police Station,Open
FIR007184,Assault,17-01-2024,Bengaluru Urban,Electronic City Police Station,Open
FIR007185,Robbery,06-05-2024,Bengaluru Urban,Koramangala Police Station,Under Investigation
FIR007186,House Burglary,12-11-2024,Tumakuru,Whitefield Police Station,Closed
FIR007187,Vehicle Theft,09-05-2025,Bengaluru Urban,Yelahanka Police Station,Under Investigation
FIR007188,House Burglary,28-04-2024,Hubballi-Dharwad,Jayanagar Police Station,Open
FIR007189,Financial Fraud,06-04-2026,Mangaluru,Whitefield Police Station,Open
FIR007190,Cyber Fraud,07-12-2023,Kalaburagi,Indiranagar Police Station,Closed
FIR007191,Assault,17-05-2025,Belagavi,Jayanagar Police Station,Under Investigation
FIR007192,Assault,02-01-2025,Shivamogga,Koramangala Police Station,Open
FIR007193,Financial Fraud,21-09-2024,Mangaluru,Hebbal Police Station,Open
FIR007194,Robbery,19-06-2025,Shivamogga,Hebbal Police Station,Open
FIR007195,Financial Fraud,02-01-2024,Ballari,Yelahanka Police Station,Open
FIR007196,Vehicle Theft,06-12-2023,Bengaluru Urban,Hebbal Police Station,Closed
FIR007197,Cyber Fraud,18-12-2025,Tumakuru,Jayanagar Police Station,Under Investigation
FIR007198,Chain Snatching,03-09-2024,Bengaluru Rural,Electronic City Police Station,Closed
FIR007199,Vehicle Theft,11-03-2025,Mangaluru,Koramangala Police Station,Under Investigation
FIR007200,Robbery,04-07-2024,Ballari,Electronic City Police Station,Closed
FIR007201,Drug Trafficking,06-05-2024,Hubballi-Dharwad,Marathahalli Police Station,Closed
FIR007202,Chain Snatching,16-09-2023,Kalaburagi,Jayanagar Police Station,Open
FIR007203,Assault,27-11-2023,Tumakuru,Indiranagar Police Station,Under Investigation
FIR007204,Chain Snatching,23-03-2025,Ballari,Hebbal Police Station,Under Investigation
FIR007205,House Burglary,08-11-2024,Tumakuru,Indiranagar Police Station,Under Investigation
FIR007206,Vehicle Theft,09-12-2025,Belagavi,Yelahanka Police Station,Closed
FIR007207,House Burglary,20-09-2023,Kalaburagi,Hebbal Police Station,Closed
FIR007208,Assault,22-03-2026,Mangaluru,Hebbal Police Station,Closed
FIR007209,Vehicle Theft,29-08-2023,Bengaluru Urban,Indiranagar Police Station,Open
FIR007210,House Burglary,25-02-2024,Kalaburagi,Indiranagar Police Station,Closed
FIR007211,Robbery,28-06-2025,Shivamogga,Indiranagar Police Station,Open
FIR007212,Drug Trafficking,17-03-2025,Belagavi,Hebbal Police Station,Closed
FIR007213,Assault,07-02-2026,Ballari,Marathahalli Police Station,Closed
FIR007214,Financial Fraud,12-07-2024,Belagavi,Jayanagar Police Station,Closed
FIR007215,Chain Snatching,25-10-2024,Hubballi-Dharwad,Marathahalli Police Station,Closed
FIR007216,Cyber Fraud,15-07-2025,Ballari,Whitefield Police Station,Closed
FIR007217,Financial Fraud,05-10-2024,Mangaluru,Indiranagar Police Station,Under Investigation
FIR007218,Chain Snatching,01-08-2025,Belagavi,Indiranagar Police Station,Closed
FIR007219,Robbery,20-07-2024,Tumakuru,Indiranagar Police Station,Closed
FIR007220,Cyber Fraud,17-10-2024,Hubballi-Dharwad,Whitefield Police Station,Under Investigation
FIR007221,Vehicle Theft,14-06-2023,Bengaluru Rural,Electronic City Police Station,Under Investigation
FIR007222,Robbery,20-02-2024,Kalaburagi,Electronic City Police Station,Closed
FIR007223,Drug Trafficking,19-03-2024,Belagavi,Indiranagar Police Station,Under Investigation
FIR007224,Vehicle Theft,31-08-2024,Bengaluru Urban,Marathahalli Police Station,Open
FIR007225,Assault,11-03-2025,Bengaluru Urban,Whitefield Police Station,Open
FIR007226,Vehicle Theft,31-08-2023,Mangaluru,Marathahalli Police Station,Closed
FIR007227,Financial Fraud,02-01-2026,Mangaluru,Indiranagar Police Station,Closed
FIR007228,Drug Trafficking,01-04-2025,Bengaluru Rural,Koramangala Police Station,Closed
FIR007229,Assault,30-05-2024,Ballari,Hebbal Police Station,Closed
FIR007230,Vehicle Theft,28-11-2024,Tumakuru,Electronic City Police Station,Open
FIR007231,Robbery,25-05-2026,Hubballi-Dharwad,Jayanagar Police Station,Open
FIR007232,House Burglary,03-04-2025,Belagavi,Koramangala Police Station,Closed
FIR007233,House Burglary,13-05-2026,Kalaburagi,Marathahalli Police Station,Closed
FIR007234,Chain Snatching,26-05-2025,Tumakuru,Yelahanka Police Station,Under Investigation
FIR007235,Robbery,05-09-2025,Ballari,Koramangala Police Station,Closed
FIR007236,Chain Snatching,04-11-2024,Mangaluru,Hebbal Police Station,Open
FIR007237,House Burglary,14-04-2024,Ballari,Electronic City Police Station,Under Investigation
FIR007238,Vehicle Theft,19-12-2025,Shivamogga,Hebbal Police Station,Closed
FIR007239,Financial Fraud,02-03-2025,Hubballi-Dharwad,Marathahalli Police Station,Under Investigation
FIR007240,Assault,17-09-2025,Hubballi-Dharwad,Jayanagar Police Station,Open
FIR007241,House Burglary,21-06-2024,Tumakuru,Whitefield Police Station,Closed
FIR007242,Cyber Fraud,22-09-2023,Ballari,Hebbal Police Station,Open
FIR007243,Financial Fraud,02-10-2025,Tumakuru,Koramangala Police Station,Closed
FIR007244,Robbery,15-01-2025,Bengaluru Rural,Hebbal Police Station,Under Investigation
FIR007245,House Burglary,04-01-2026,Ballari,Marathahalli Police Station,Closed
FIR007246,Assault,19-04-2026,Ballari,Marathahalli Police Station,Closed
FIR007247,House Burglary,11-09-2025,Belagavi,Jayanagar Police Station,Closed
FIR007248,Drug Trafficking,10-03-2024,Bengaluru Rural,Hebbal Police Station,Open
FIR007249,Financial Fraud,10-03-2025,Mysuru,Yelahanka Police Station,Closed
FIR007250,House Burglary,03-03-2024,Bengaluru Urban,Marathahalli Police Station,Closed
FIR007251,Chain Snatching,02-06-2025,Ballari,Electronic City Police Station,Open
FIR007252,Financial Fraud,13-09-2023,Bengaluru Rural,Indiranagar Police Station,Under Investigation
FIR007253,Chain Snatching,24-07-2024,Mangaluru,Marathahalli Police Station,Open
FIR007254,Financial Fraud,01-11-2023,Tumakuru,Hebbal Police Station,Closed
FIR007255,House Burglary,31-01-2025,Shivamogga,Electronic City Police Station,Open
FIR007256,Robbery,11-02-2025,Tumakuru,Electronic City Police Station,Closed
FIR007257,Cyber Fraud,15-09-2025,Kalaburagi,Marathahalli Police Station,Closed
FIR007258,Drug Trafficking,27-11-2023,Belagavi,Whitefield Police Station,Closed
FIR007259,Vehicle Theft,25-11-2024,Hubballi-Dharwad,Indiranagar Police Station,Closed
FIR007260,Drug Trafficking,01-03-2024,Ballari,Yelahanka Police Station,Closed
FIR007261,House Burglary,18-03-2026,Hubballi-Dharwad,Whitefield Police Station,Under Investigation
FIR007262,Robbery,13-07-2024,Tumakuru,Electronic City Police Station,Under Investigation
FIR007263,House Burglary,03-12-2023,Hubballi-Dharwad,Koramangala Police Station,Closed
FIR007264,Vehicle Theft,07-01-2024,Kalaburagi,Electronic City Police Station,Under Investigation
FIR007265,Chain Snatching,16-11-2024,Ballari,Jayanagar Police Station,Open
FIR007266,Drug Trafficking,24-06-2025,Ballari,Jayanagar Police Station,Under Investigation
FIR007267,House Burglary,17-08-2025,Mangaluru,Koramangala Police Station,Open
FIR007268,Drug Trafficking,08-06-2023,Bengaluru Urban,Whitefield Police Station,Closed
FIR007269,Chain Snatching,01-06-2024,Mysuru,Electronic City Police Station,Open
FIR007270,Chain Snatching,14-07-2024,Mysuru,Jayanagar Police Station,Under Investigation
FIR007271,Drug Trafficking,15-12-2025,Belagavi,Yelahanka Police Station,Closed
FIR007272,Robbery,30-01-2026,Mysuru,Electronic City Police Station,Closed
FIR007273,Cyber Fraud,20-12-2024,Belagavi,Koramangala Police Station,Under Investigation
FIR007274,Vehicle Theft,21-08-2025,Tumakuru,Indiranagar Police Station,Closed
FIR007275,House Burglary,23-02-2025,Belagavi,Indiranagar Police Station,Open
FIR007276,Chain Snatching,31-07-2023,Bengaluru Rural,Electronic City Police Station,Open
FIR007277,Cyber Fraud,04-09-2025,Kalaburagi,Hebbal Police Station,Closed
FIR007278,Chain Snatching,16-02-2026,Kalaburagi,Indiranagar Police Station,Under Investigation
FIR007279,Financial Fraud,12-10-2024,Kalaburagi,Electronic City Police Station,Closed
FIR007280,Vehicle Theft,11-07-2023,Belagavi,Yelahanka Police Station,Under Investigation
FIR007281,Robbery,21-06-2023,Belagavi,Marathahalli Police Station,Closed
FIR007282,Cyber Fraud,13-03-2025,Ballari,Indiranagar Police Station,Under Investigation
FIR007283,Financial Fraud,05-02-2024,Bengaluru Rural,Marathahalli Police Station,Closed
FIR007284,Drug Trafficking,09-05-2025,Tumakuru,Yelahanka Police Station,Under Investigation
FIR007285,Robbery,09-01-2024,Ballari,Koramangala Police Station,Under Investigation
FIR007286,Financial Fraud,11-03-2025,Ballari,Yelahanka Police Station,Under Investigation
FIR007287,Cyber Fraud,22-05-2024,Tumakuru,Electronic City Police Station,Closed
FIR007288,Cyber Fraud,28-06-2025,Kalaburagi,Yelahanka Police Station,Open
FIR007289,Cyber Fraud,25-02-2025,Tumakuru,Hebbal Police Station,Under Investigation
FIR007290,Robbery,03-08-2024,Bengaluru Urban,Koramangala Police Station,Open
FIR007291,House Burglary,05-02-2025,Mysuru,Electronic City Police Station,Open
FIR007292,House Burglary,27-08-2023,Belagavi,Indiranagar Police Station,Open
FIR007293,Vehicle Theft,09-09-2023,Bengaluru Urban,Jayanagar Police Station,Under Investigation
FIR007294,Cyber Fraud,24-09-2025,Ballari,Jayanagar Police Station,Closed
FIR007295,Chain Snatching,02-04-2024,Belagavi,Koramangala Police Station,Open
FIR007296,Robbery,23-02-2026,Bengaluru Urban,Koramangala Police Station,Open
FIR007297,Robbery,25-06-2023,Hubballi-Dharwad,Hebbal Police Station,Open
FIR007298,Robbery,09-02-2026,Mangaluru,Marathahalli Police Station,Open
FIR007299,Drug Trafficking,09-03-2024,Tumakuru,Whitefield Police Station,Under Investigation
FIR007300,Robbery,11-06-2023,Shivamogga,Marathahalli Police Station,Closed
FIR007301,Robbery,15-11-2023,Hubballi-Dharwad,Electronic City Police Station,Closed
FIR007302,Assault,01-07-2024,Bengaluru Rural,Yelahanka Police Station,Open
FIR007303,Chain Snatching,16-03-2025,Bengaluru Rural,Yelahanka Police Station,Closed
FIR007304,Robbery,06-07-2025,Bengaluru Urban,Jayanagar Police Station,Under Investigation
FIR007305,Chain Snatching,27-06-2023,Bengaluru Urban,Yelahanka Police Station,Closed
FIR007306,Financial Fraud,07-01-2025,Kalaburagi,Marathahalli Police Station,Under Investigation
FIR007307,Vehicle Theft,30-01-2025,Bengaluru Rural,Electronic City Police Station,Closed
FIR007308,Vehicle Theft,10-05-2025,Tumakuru,Whitefield Police Station,Closed
FIR007309,Financial Fraud,20-11-2023,Bengaluru Urban,Indiranagar Police Station,Closed
FIR007310,Financial Fraud,21-01-2024,Belagavi,Marathahalli Police Station,Under Investigation
FIR007311,Financial Fraud,13-03-2025,Tumakuru,Marathahalli Police Station,Under Investigation
FIR007312,Assault,06-08-2025,Bengaluru Rural,Yelahanka Police Station,Open
FIR007313,Vehicle Theft,07-07-2025,Shivamogga,Yelahanka Police Station,Under Investigation
FIR007314,Drug Trafficking,10-03-2024,Bengaluru Rural,Whitefield Police Station,Open
FIR007315,Chain Snatching,16-01-2024,Mangaluru,Yelahanka Police Station,Under Investigation
FIR007316,Assault,15-02-2026,Tumakuru,Jayanagar Police Station,Closed
FIR007317,Assault,22-04-2025,Mysuru,Koramangala Police Station,Open
FIR007318,Drug Trafficking,17-10-2025,Hubballi-Dharwad,Electronic City Police Station,Open
FIR007319,Robbery,13-07-2023,Bengaluru Urban,Whitefield Police Station,Under Investigation
FIR007320,Assault,02-01-2026,Bengaluru Urban,Jayanagar Police Station,Closed
FIR007321,Assault,06-12-2025,Kalaburagi,Marathahalli Police Station,Closed
FIR007322,Vehicle Theft,02-01-2025,Ballari,Indiranagar Police Station,Open
FIR007323,Robbery,18-11-2024,Mangaluru,Electronic City Police Station,Under Investigation
FIR007324,Cyber Fraud,06-08-2024,Bengaluru Rural,Jayanagar Police Station,Open
FIR007325,Robbery,25-05-2026,Mysuru,Electronic City Police Station,Under Investigation
FIR007326,House Burglary,13-12-2024,Kalaburagi,Yelahanka Police Station,Closed
FIR007327,Chain Snatching,03-08-2024,Tumakuru,Yelahanka Police Station,Under Investigation
FIR007328,Vehicle Theft,04-09-2023,Kalaburagi,Hebbal Police Station,Open
FIR007329,House Burglary,06-09-2025,Tumakuru,Indiranagar Police Station,Under Investigation
FIR007330,House Burglary,17-10-2025,Ballari,Koramangala Police Station,Closed
FIR007331,Cyber Fraud,02-05-2025,Ballari,Hebbal Police Station,Closed
FIR007332,Robbery,17-01-2026,Ballari,Indiranagar Police Station,Closed
FIR007333,House Burglary,13-09-2023,Kalaburagi,Whitefield Police Station,Closed
FIR007334,Drug Trafficking,29-01-2025,Belagavi,Whitefield Police Station,Under Investigation
FIR007335,Drug Trafficking,19-01-2024,Kalaburagi,Hebbal Police Station,Under Investigation
FIR007336,Robbery,28-02-2025,Mangaluru,Yelahanka Police Station,Closed
FIR007337,Vehicle Theft,02-01-2026,Mangaluru,Hebbal Police Station,Open
FIR007338,Cyber Fraud,10-04-2024,Ballari,Hebbal Police Station,Closed
FIR007339,Financial Fraud,24-11-2025,Hubballi-Dharwad,Marathahalli Police Station,Under Investigation
FIR007340,Financial Fraud,09-01-2026,Bengaluru Urban,Whitefield Police Station,Closed
FIR007341,Drug Trafficking,10-07-2025,Hubballi-Dharwad,Koramangala Police Station,Under Investigation
FIR007342,Chain Snatching,17-09-2024,Ballari,Electronic City Police Station,Under Investigation
FIR007343,House Burglary,03-05-2026,Bengaluru Rural,Jayanagar Police Station,Closed
FIR007344,Robbery,10-03-2024,Kalaburagi,Koramangala Police Station,Closed
FIR007345,Vehicle Theft,07-09-2024,Bengaluru Urban,Jayanagar Police Station,Under Investigation
FIR007346,Robbery,31-10-2025,Belagavi,Hebbal Police Station,Closed
FIR007347,Robbery,28-09-2024,Ballari,Marathahalli Police Station,Closed
FIR007348,Cyber Fraud,22-03-2025,Bengaluru Urban,Whitefield Police Station,Closed
FIR007349,Vehicle Theft,28-06-2024,Hubballi-Dharwad,Jayanagar Police Station,Under Investigation
FIR007350,Financial Fraud,28-04-2026,Bengaluru Urban,Jayanagar Police Station,Under Investigation
FIR007351,Assault,06-03-2025,Tumakuru,Whitefield Police Station,Open
FIR007352,House Burglary,07-02-2025,Belagavi,Koramangala Police Station,Under Investigation
FIR007353,Drug Trafficking,30-07-2023,Bengaluru Rural,Hebbal Police Station,Closed
FIR007354,Drug Trafficking,01-04-2026,Belagavi,Whitefield Police Station,Open
FIR007355,Drug Trafficking,22-06-2023,Bengaluru Rural,Yelahanka Police Station,Under Investigation
FIR007356,Chain Snatching,04-07-2024,Shivamogga,Indiranagar Police Station,Open
FIR007357,Financial Fraud,23-07-2024,Belagavi,Yelahanka Police Station,Open
FIR007358,Drug Trafficking,28-07-2024,Mangaluru,Hebbal Police Station,Under Investigation
FIR007359,House Burglary,23-03-2024,Tumakuru,Koramangala Police Station,Open
FIR007360,Assault,06-01-2026,Tumakuru,Whitefield Police Station,Closed
FIR007361,Financial Fraud,29-05-2024,Bengaluru Rural,Yelahanka Police Station,Under Investigation
FIR007362,House Burglary,27-07-2023,Bengaluru Urban,Hebbal Police Station,Closed
FIR007363,Assault,20-06-2024,Bengaluru Rural,Electronic City Police Station,Closed
FIR007364,Robbery,09-08-2025,Hubballi-Dharwad,Jayanagar Police Station,Open
FIR007365,Cyber Fraud,08-06-2023,Mangaluru,Indiranagar Police Station,Open
FIR007366,Cyber Fraud,19-07-2023,Belagavi,Whitefield Police Station,Under Investigation
FIR007367,Assault,25-05-2025,Tumakuru,Hebbal Police Station,Open
FIR007368,Chain Snatching,18-08-2025,Bengaluru Urban,Indiranagar Police Station,Open
FIR007369,Financial Fraud,03-06-2024,Mysuru,Electronic City Police Station,Under Investigation
FIR007370,Chain Snatching,14-10-2024,Tumakuru,Jayanagar Police Station,Under Investigation
FIR007371,Cyber Fraud,21-06-2025,Shivamogga,Whitefield Police Station,Closed
FIR007372,Vehicle Theft,14-04-2025,Kalaburagi,Hebbal Police Station,Under Investigation
FIR007373,Cyber Fraud,14-07-2025,Hubballi-Dharwad,Electronic City Police Station,Under Investigation
FIR007374,Assault,16-04-2024,Hubballi-Dharwad,Jayanagar Police Station,Open
FIR007375,Chain Snatching,22-05-2026,Mysuru,Whitefield Police Station,Closed
FIR007376,Cyber Fraud,18-04-2024,Belagavi,Hebbal Police Station,Closed
FIR007377,Chain Snatching,12-10-2023,Shivamogga,Koramangala Police Station,Open
FIR007378,Assault,22-11-2023,Hubballi-Dharwad,Whitefield Police Station,Open
FIR007379,Vehicle Theft,10-10-2025,Shivamogga,Jayanagar Police Station,Under Investigation
FIR007380,Assault,30-11-2025,Bengaluru Urban,Yelahanka Police Station,Closed
FIR007381,Assault,21-04-2024,Ballari,Marathahalli Police Station,Open
FIR007382,Drug Trafficking,23-05-2025,Hubballi-Dharwad,Koramangala Police Station,Closed
FIR007383,House Burglary,26-06-2023,Bengaluru Urban,Hebbal Police Station,Under Investigation
FIR007384,Chain Snatching,23-06-2024,Bengaluru Rural,Marathahalli Police Station,Open
FIR007385,Drug Trafficking,28-06-2023,Kalaburagi,Indiranagar Police Station,Closed
FIR007386,Financial Fraud,26-12-2024,Hubballi-Dharwad,Indiranagar Police Station,Open
FIR007387,Robbery,25-03-2025,Belagavi,Marathahalli Police Station,Closed
FIR007388,Chain Snatching,23-11-2024,Bengaluru Rural,Yelahanka Police Station,Closed
FIR007389,Assault,19-03-2026,Ballari,Hebbal Police Station,Under Investigation
FIR007390,Chain Snatching,01-12-2024,Kalaburagi,Whitefield Police Station,Closed
FIR007391,House Burglary,12-10-2023,Shivamogga,Jayanagar Police Station,Open
FIR007392,Chain Snatching,21-03-2024,Shivamogga,Hebbal Police Station,Open
FIR007393,Vehicle Theft,05-05-2025,Bengaluru Rural,Jayanagar Police Station,Closed
FIR007394,Robbery,27-01-2025,Kalaburagi,Jayanagar Police Station,Closed
FIR007395,Chain Snatching,01-04-2025,Bengaluru Urban,Jayanagar Police Station,Closed
FIR007396,Chain Snatching,22-10-2023,Bengaluru Rural,Indiranagar Police Station,Open
FIR007397,Robbery,23-03-2024,Bengaluru Rural,Indiranagar Police Station,Closed
FIR007398,House Burglary,22-02-2026,Hubballi-Dharwad,Electronic City Police Station,Open
FIR007399,Cyber Fraud,12-08-2023,Mysuru,Indiranagar Police Station,Open
FIR007400,House Burglary,04-09-2024,Tumakuru,Electronic City Police Station,Open
FIR007401,Financial Fraud,04-04-2025,Tumakuru,Koramangala Police Station,Closed
FIR007402,Chain Snatching,03-10-2025,Kalaburagi,Whitefield Police Station,Closed
FIR007403,Financial Fraud,28-09-2025,Mangaluru,Koramangala Police Station,Closed
FIR007404,Drug Trafficking,09-05-2026,Kalaburagi,Whitefield Police Station,Open
FIR007405,Vehicle Theft,14-04-2024,Bengaluru Urban,Electronic City Police Station,Open
FIR007406,Robbery,02-06-2024,Mysuru,Indiranagar Police Station,Closed
FIR007407,Cyber Fraud,29-01-2024,Bengaluru Rural,Whitefield Police Station,Closed
FIR007408,Cyber Fraud,17-10-2024,Mysuru,Jayanagar Police Station,Under Investigation
FIR007409,Drug Trafficking,08-03-2026,Bengaluru Urban,Marathahalli Police Station,Under Investigation
FIR007410,House Burglary,17-08-2025,Shivamogga,Indiranagar Police Station,Closed
FIR007411,Drug Trafficking,10-11-2025,Bengaluru Rural,Jayanagar Police Station,Under Investigation
FIR007412,Drug Trafficking,05-03-2024,Kalaburagi,Marathahalli Police Station,Open
FIR007413,Financial Fraud,15-02-2025,Bengaluru Urban,Marathahalli Police Station,Under Investigation
FIR007414,Cyber Fraud,29-10-2025,Shivamogga,Electronic City Police Station,Closed
FIR007415,Cyber Fraud,15-03-2025,Mangaluru,Koramangala Police Station,Open
FIR007416,Drug Trafficking,29-10-2025,Tumakuru,Whitefield Police Station,Closed
FIR007417,Cyber Fraud,19-09-2025,Bengaluru Rural,Whitefield Police Station,Open
FIR007418,Vehicle Theft,30-04-2026,Bengaluru Urban,Whitefield Police Station,Under Investigation
FIR007419,Robbery,31-01-2024,Bengaluru Urban,Marathahalli Police Station,Closed
FIR007420,Chain Snatching,13-09-2025,Tumakuru,Jayanagar Police Station,Closed
FIR007421,Vehicle Theft,30-09-2025,Tumakuru,Marathahalli Police Station,Open
FIR007422,House Burglary,10-07-2024,Belagavi,Marathahalli Police Station,Closed
FIR007423,Drug Trafficking,18-02-2026,Bengaluru Rural,Whitefield Police Station,Under Investigation
FIR007424,Drug Trafficking,27-10-2023,Tumakuru,Whitefield Police Station,Closed
FIR007425,Financial Fraud,26-01-2026,Mysuru,Electronic City Police Station,Under Investigation
FIR007426,Robbery,18-01-2024,Tumakuru,Yelahanka Police Station,Closed
FIR007427,Assault,29-04-2026,Kalaburagi,Electronic City Police Station,Closed
FIR007428,Vehicle Theft,04-03-2024,Shivamogga,Hebbal Police Station,Under Investigation
FIR007429,Drug Trafficking,04-10-2025,Bengaluru Rural,Marathahalli Police Station,Open
FIR007430,House Burglary,14-10-2025,Kalaburagi,Yelahanka Police Station,Under Investigation
FIR007431,Chain Snatching,27-10-2025,Mysuru,Hebbal Police Station,Closed
FIR007432,Chain Snatching,22-07-2024,Ballari,Electronic City Police Station,Open
FIR007433,House Burglary,28-09-2025,Mysuru,Koramangala Police Station,Closed
FIR007434,Cyber Fraud,12-05-2024,Hubballi-Dharwad,Koramangala Police Station,Open
FIR007435,Financial Fraud,19-08-2023,Hubballi-Dharwad,Koramangala Police Station,Closed
FIR007436,Assault,05-04-2025,Ballari,Marathahalli Police Station,Closed
FIR007437,Chain Snatching,14-06-2025,Ballari,Hebbal Police Station,Closed
FIR007438,Cyber Fraud,18-08-2025,Tumakuru,Hebbal Police Station,Open
FIR007439,Robbery,14-11-2023,Tumakuru,Marathahalli Police Station,Open
FIR007440,Vehicle Theft,09-08-2023,Belagavi,Jayanagar Police Station,Open
FIR007441,Vehicle Theft,16-03-2026,Mangaluru,Yelahanka Police Station,Closed
FIR007442,Assault,10-07-2024,Mangaluru,Marathahalli Police Station,Open
FIR007443,Financial Fraud,08-06-2023,Ballari,Hebbal Police Station,Closed
FIR007444,Cyber Fraud,25-05-2026,Bengaluru Rural,Koramangala Police Station,Closed
FIR007445,Financial Fraud,22-01-2025,Belagavi,Marathahalli Police Station,Closed
FIR007446,Robbery,16-09-2025,Shivamogga,Hebbal Police Station,Open
FIR007447,House Burglary,09-03-2025,Mysuru,Electronic City Police Station,Under Investigation
FIR007448,Cyber Fraud,24-08-2025,Shivamogga,Hebbal Police Station,Closed
FIR007449,Chain Snatching,23-04-2026,Hubballi-Dharwad,Electronic City Police Station,Open
FIR007450,Chain Snatching,31-01-2026,Kalaburagi,Marathahalli Police Station,Open
FIR007451,House Burglary,14-09-2023,Ballari,Indiranagar Police Station,Open
FIR007452,Financial Fraud,04-02-2025,Shivamogga,Hebbal Police Station,Under Investigation
FIR007453,House Burglary,03-03-2024,Hubballi-Dharwad,Marathahalli Police Station,Open
FIR007454,Drug Trafficking,14-02-2026,Bengaluru Rural,Jayanagar Police Station,Closed
FIR007455,Financial Fraud,29-04-2026,Bengaluru Urban,Marathahalli Police Station,Under Investigation
FIR007456,Financial Fraud,21-11-2024,Kalaburagi,Whitefield Police Station,Under Investigation
FIR007457,Financial Fraud,02-08-2024,Belagavi,Electronic City Police Station,Closed
FIR007458,Robbery,08-06-2024,Bengaluru Rural,Koramangala Police Station,Under Investigation
FIR007459,Drug Trafficking,28-05-2025,Belagavi,Hebbal Police Station,Open
FIR007460,Robbery,03-08-2023,Shivamogga,Whitefield Police Station,Open
FIR007461,Financial Fraud,24-02-2026,Bengaluru Rural,Whitefield Police Station,Closed
FIR007462,Chain Snatching,23-03-2025,Bengaluru Urban,Yelahanka Police Station,Open
FIR007463,Chain Snatching,02-08-2025,Tumakuru,Hebbal Police Station,Closed
FIR007464,Robbery,03-03-2025,Kalaburagi,Whitefield Police Station,Open
FIR007465,Assault,10-05-2026,Mysuru,Indiranagar Police Station,Open
FIR007466,House Burglary,06-11-2025,Mysuru,Yelahanka Police Station,Open
FIR007467,House Burglary,02-11-2025,Mysuru,Yelahanka Police Station,Open
FIR007468,House Burglary,18-11-2024,Mangaluru,Yelahanka Police Station,Open
FIR007469,Vehicle Theft,02-09-2024,Hubballi-Dharwad,Whitefield Police Station,Open
FIR007470,Financial Fraud,26-09-2024,Shivamogga,Whitefield Police Station,Open
FIR007471,Chain Snatching,04-11-2025,Shivamogga,Marathahalli Police Station,Open
FIR007472,Robbery,22-07-2025,Bengaluru Urban,Hebbal Police Station,Under Investigation
FIR007473,House Burglary,17-10-2024,Tumakuru,Yelahanka Police Station,Open
FIR007474,Robbery,08-02-2024,Kalaburagi,Koramangala Police Station,Under Investigation
FIR007475,Chain Snatching,20-08-2024,Hubballi-Dharwad,Whitefield Police Station,Under Investigation
FIR007476,Vehicle Theft,13-08-2025,Belagavi,Hebbal Police Station,Open
FIR007477,Robbery,25-08-2023,Mangaluru,Whitefield Police Station,Open
FIR007478,Assault,08-07-2025,Hubballi-Dharwad,Yelahanka Police Station,Under Investigation
FIR007479,Cyber Fraud,18-02-2025,Belagavi,Yelahanka Police Station,Open
FIR007480,Chain Snatching,09-02-2024,Mysuru,Marathahalli Police Station,Under Investigation
FIR007481,Chain Snatching,24-01-2024,Belagavi,Marathahalli Police Station,Under Investigation
FIR007482,House Burglary,21-10-2023,Bengaluru Rural,Marathahalli Police Station,Under Investigation
FIR007483,House Burglary,03-10-2024,Mangaluru,Marathahalli Police Station,Under Investigation
FIR007484,Drug Trafficking,25-12-2024,Ballari,Whitefield Police Station,Open
